1135,2906
388,925
1372,3325
1079,2434
868,2881
772,2554
503,1187
623,2830
252,818
804,2760
771,2488
645,1466
642,1351
620,1057
972,3230
644,2594
460,889
1176,3790
420,997
471,1571
876,2595
652,1820
384,795
665,2374
201,1243
388,877
890,2688
461,603
779,2448
956,3676
