Regret,NumWaitingJob,STime_A,STime_B,STime_A_VS_B,STime_A_VS_B_Diff,PTime_A,PTime_B,PTime_A_VS_B,PTime_A_VS_B_Diff,CompTime_A,CompTime_B,CompTime_A_VS_B,CompTime_A_VS_B_Diff,Start_A,Start_B,Start_A_VS_B,Start_A_VS_B_Diff,Tardy_A,Tardy_B,Tardy_A_VS_B,Tardy_A_VS_B_Diff
0,1,36,22,>,14,58,57,>,1,189,239,<,-50,95,160,<,-65,76,126,<,-50
50,1,22,36,<,-14,57,58,<,-1,239,189,>,50,160,95,>,65,126,76,>,50
0,9,0,0,=,0,35,34,>,1,35,34,>,1,0,0,=,0,0,0,=,0
53,9,0,0,=,0,34,35,<,-1,34,35,<,-1,0,0,=,0,0,0,=,0
0,9,0,0,=,0,32,42,<,-10,32,42,<,-10,0,0,=,0,0,0,=,0
25,9,0,0,=,0,42,32,>,10,42,32,>,10,0,0,=,0,0,0,=,0
0,9,0,0,=,0,35,43,<,-8,35,43,<,-8,0,0,=,0,0,0,=,0
50,9,0,0,=,0,43,35,>,8,43,35,>,8,0,0,=,0,0,0,=,0
0,9,0,0,=,0,32,57,<,-25,32,57,<,-25,0,0,=,0,0,0,=,0
58,9,0,0,=,0,57,32,>,25,57,32,>,25,0,0,=,0,0,0,=,0
0,9,0,0,=,0,43,37,>,6,43,37,>,6,0,0,=,0,0,0,=,0
35,9,0,0,=,0,37,43,<,-6,37,43,<,-6,0,0,=,0,0,0,=,0
0,9,0,0,=,0,35,45,<,-10,35,45,<,-10,0,0,=,0,0,0,=,0
17,9,0,0,=,0,45,35,>,10,45,35,>,10,0,0,=,0,0,0,=,0
0,9,0,0,=,0,39,51,<,-12,39,51,<,-12,0,0,=,0,0,0,=,0
42,9,0,0,=,0,51,39,>,12,51,39,>,12,0,0,=,0,0,0,=,0
0,9,0,0,=,0,56,41,>,15,56,41,>,15,0,0,=,0,0,0,=,0
2,9,0,0,=,0,41,56,<,-15,41,56,<,-15,0,0,=,0,0,0,=,0
0,9,0,0,=,0,39,46,<,-7,39,46,<,-7,0,0,=,0,0,0,=,0
37,9,0,0,=,0,46,39,>,7,46,39,>,7,0,0,=,0,0,0,=,0
0,8,0,24,<,-24,39,46,<,-7,39,102,<,-63,0,32,<,-32,0,0,=,0
43,8,24,0,>,24,46,39,>,7,102,39,>,63,32,0,>,32,0,0,=,0
0,8,0,30,<,-30,43,37,>,6,43,99,<,-56,0,32,<,-32,0,6,<,-6
46,8,30,0,>,30,37,43,<,-6,99,43,>,56,32,0,>,32,6,0,>,6
0,8,10,0,>,10,39,51,<,-12,81,51,>,30,32,0,>,32,0,0,=,0
68,8,0,10,<,-10,51,39,>,12,51,81,<,-30,0,32,<,-32,0,0,=,0
0,8,0,32,<,-32,35,43,<,-8,35,107,<,-72,0,32,<,-32,0,0,=,0
76,8,32,0,>,32,43,35,>,8,107,35,>,72,32,0,>,32,0,0,=,0
0,8,0,30,<,-30,35,34,>,1,35,96,<,-61,0,32,<,-32,0,0,=,0
64,8,30,0,>,30,34,35,<,-1,96,35,>,61,32,0,>,32,0,0,=,0
0,8,33,0,>,33,35,45,<,-10,100,45,>,55,32,0,>,32,0,0,=,0
18,8,0,33,<,-33,45,35,>,10,45,100,<,-55,0,32,<,-32,0,0,=,0
0,8,13,0,>,13,56,41,>,15,101,41,>,60,32,0,>,32,0,0,=,0
22,8,0,13,<,-13,41,56,<,-15,41,101,<,-60,0,32,<,-32,0,0,=,0
0,8,16,0,>,16,42,32,>,10,90,32,>,58,32,0,>,32,0,0,=,0
15,8,0,16,<,-16,32,42,<,-10,32,90,<,-58,0,32,<,-32,0,0,=,0
0,7,10,57,<,-47,39,51,<,-12,81,147,<,-66,32,39,<,-7,0,0,=,0
123,7,57,10,>,47,51,39,>,12,147,81,>,66,39,32,>,7,0,0,=,0
0,7,30,74,<,-44,37,43,<,-6,99,156,<,-57,32,39,<,-7,6,63,<,-57
70,7,74,30,>,44,43,37,>,6,156,99,>,57,39,32,>,7,63,6,>,57
0,7,62,32,>,30,35,43,<,-8,136,107,>,29,39,32,>,7,0,0,=,0
6,7,32,62,<,-30,43,35,>,8,107,136,<,-29,32,39,<,-7,0,0,=,0
0,7,63,16,>,47,32,42,<,-10,134,90,>,44,39,32,>,7,0,0,=,0
4,7,16,63,<,-47,42,32,>,10,90,134,<,-44,32,39,<,-7,0,0,=,0
0,7,19,30,<,-11,35,34,>,1,93,96,<,-3,39,32,>,7,0,0,=,0
163,7,30,19,>,11,34,35,<,-1,96,93,>,3,32,39,<,-7,0,0,=,0
0,7,65,33,>,32,45,35,>,10,149,100,>,49,39,32,>,7,0,0,=,0
23,7,33,65,<,-32,35,45,<,-10,100,149,<,-49,32,39,<,-7,0,0,=,0
0,7,78,13,>,65,41,56,<,-15,158,101,>,57,39,32,>,7,0,0,=,0
63,7,13,78,<,-65,56,41,>,15,101,158,<,-57,32,39,<,-7,0,0,=,0
0,6,19,12,>,7,35,34,>,1,93,127,<,-34,39,81,<,-42,0,0,=,0
131,6,12,19,<,-7,34,35,<,-1,127,93,>,34,81,39,>,42,0,0,=,0
0,6,15,74,<,-59,37,43,<,-6,133,156,<,-23,81,39,>,42,40,63,<,-23
131,6,74,15,>,59,43,37,>,6,156,133,>,23,39,81,<,-42,63,40,>,23
0,6,20,62,<,-42,43,35,>,8,144,136,>,8,81,39,>,42,0,0,=,0
49,6,62,20,>,42,35,43,<,-8,136,144,<,-8,39,81,<,-42,0,0,=,0
0,6,63,35,>,28,32,42,<,-10,134,158,<,-24,39,81,<,-42,0,0,=,0
15,6,35,63,<,-28,42,32,>,10,158,134,>,24,81,39,>,42,0,0,=,0
0,6,65,76,<,-11,45,35,>,10,149,192,<,-43,39,81,<,-42,0,0,=,0
33,6,76,65,>,11,35,45,<,-10,192,149,>,43,81,39,>,42,0,0,=,0
0,6,78,39,>,39,41,56,<,-15,158,176,<,-18,39,81,<,-42,0,0,=,0
36,6,39,78,<,-39,56,41,>,15,176,158,>,18,81,39,>,42,0,0,=,0
0,5,15,47,<,-32,37,43,<,-6,133,183,<,-50,81,93,<,-12,40,90,<,-50
130,5,47,15,>,32,43,37,>,6,183,133,>,50,93,81,>,12,90,40,>,50
0,5,20,63,<,-43,43,35,>,8,144,191,<,-47,81,93,<,-12,0,0,=,0
49,5,63,20,>,43,35,43,<,-8,191,144,>,47,93,81,>,12,0,0,=,0
0,5,35,81,<,-46,42,32,>,10,158,206,<,-48,81,93,<,-12,0,0,=,0
45,5,81,35,>,46,32,42,<,-10,206,158,>,48,93,81,>,12,0,0,=,0
0,5,50,76,<,-26,45,35,>,10,188,192,<,-4,93,81,>,12,0,0,=,0
23,5,76,50,>,26,35,45,<,-10,192,188,>,4,81,93,<,-12,0,0,=,0
0,5,11,39,<,-28,41,56,<,-15,145,176,<,-31,93,81,>,12,0,0,=,0
144,5,39,11,>,28,56,41,>,15,176,145,>,31,81,93,<,-12,0,0,=,0
0,4,11,63,<,-52,41,56,<,-15,145,252,<,-107,93,133,<,-40,0,76,<,-76
118,4,63,11,>,52,56,41,>,15,252,145,>,107,133,93,>,40,76,0,>,76
0,4,64,63,>,1,43,35,>,8,240,191,>,49,133,93,>,40,29,0,>,29
79,4,63,64,<,-1,35,43,<,-8,191,240,<,-49,93,133,<,-40,0,29,<,-29
0,4,62,50,>,12,35,45,<,-10,230,188,>,42,133,93,>,40,32,0,>,32
118,4,50,62,<,-12,45,35,>,10,188,230,<,-42,93,133,<,-40,0,32,<,-32
0,4,75,81,<,-6,42,32,>,10,250,206,>,44,133,93,>,40,41,0,>,41
83,4,81,75,>,6,32,42,<,-10,206,250,<,-44,93,133,<,-40,0,41,<,-41
0,3,62,60,>,2,35,45,<,-10,230,250,<,-20,133,145,<,-12,32,52,<,-20
101,3,60,62,<,-2,45,35,>,10,250,230,>,20,145,133,>,12,52,32,>,20
0,3,32,64,<,-32,35,43,<,-8,212,240,<,-28,145,133,>,12,1,29,<,-28
25,3,64,32,>,32,43,35,>,8,240,212,>,28,133,145,<,-12,29,1,>,28
0,3,35,75,<,-40,32,42,<,-10,212,250,<,-38,145,133,>,12,3,41,<,-38
58,3,75,35,>,40,42,32,>,10,250,212,>,38,133,145,<,-12,41,3,>,38
0,2,32,39,<,-7,35,43,<,-8,212,312,<,-100,145,230,<,-85,1,101,<,-100
56,2,39,32,>,7,43,35,>,8,312,212,>,100,230,145,>,85,101,1,>,100
0,2,20,35,<,-15,42,32,>,10,292,212,>,80,230,145,>,85,83,3,>,80
20,2,35,20,>,15,32,42,<,-10,212,292,<,-80,145,230,<,-85,3,83,<,-80
0,1,12,20,<,-8,32,42,<,-10,256,292,<,-36,212,230,<,-18,47,83,<,-36
36,1,20,12,>,8,42,32,>,10,292,256,>,36,230,212,>,18,83,47,>,36
0,8,0,0,=,0,33,60,<,-27,33,60,<,-27,0,0,=,0,0,0,=,0
120,8,0,0,=,0,60,33,>,27,60,33,>,27,0,0,=,0,0,0,=,0
0,8,0,0,=,0,44,43,>,1,44,43,>,1,0,0,=,0,0,0,=,0
64,8,0,0,=,0,43,44,<,-1,43,44,<,-1,0,0,=,0,0,0,=,0
0,8,0,0,=,0,34,54,<,-20,34,54,<,-20,0,0,=,0,0,0,=,0
57,8,0,0,=,0,54,34,>,20,54,34,>,20,0,0,=,0,0,0,=,0
0,8,0,0,=,0,40,55,<,-15,40,55,<,-15,0,0,=,0,0,0,=,0
58,8,0,0,=,0,55,40,>,15,55,40,>,15,0,0,=,0,0,0,=,0
0,8,0,0,=,0,32,50,<,-18,32,50,<,-18,0,0,=,0,0,0,=,0
33,8,0,0,=,0,50,32,>,18,50,32,>,18,0,0,=,0,0,0,=,0
0,8,0,0,=,0,43,53,<,-10,43,53,<,-10,0,0,=,0,0,0,=,0
73,8,0,0,=,0,53,43,>,10,53,43,>,10,0,0,=,0,0,0,=,0
0,8,0,0,=,0,37,50,<,-13,37,50,<,-13,0,0,=,0,0,0,=,0
69,8,0,0,=,0,50,37,>,13,50,37,>,13,0,0,=,0,0,0,=,0
0,8,0,0,=,0,47,54,<,-7,47,54,<,-7,0,0,=,0,0,0,=,0
108,8,0,0,=,0,54,47,>,7,54,47,>,7,0,0,=,0,0,0,=,0
0,7,0,86,<,-86,43,53,<,-10,43,172,<,-129,0,33,<,-33,0,103,<,-103
280,7,86,0,>,86,53,43,>,10,172,43,>,129,33,0,>,33,103,0,>,103
0,7,18,0,>,18,40,55,<,-15,91,55,>,36,33,0,>,33,0,0,=,0
64,7,0,18,<,-18,55,40,>,15,55,91,<,-36,0,33,<,-33,0,0,=,0
0,7,0,51,<,-51,44,43,>,1,44,127,<,-83,0,33,<,-33,0,0,=,0
146,7,51,0,>,51,43,44,<,-1,127,44,>,83,33,0,>,33,0,0,=,0
0,7,0,83,<,-83,34,54,<,-20,34,170,<,-136,0,33,<,-33,0,39,<,-39
177,7,83,0,>,83,54,34,>,20,170,34,>,136,33,0,>,33,39,0,>,39
0,7,0,85,<,-85,32,50,<,-18,32,168,<,-136,0,33,<,-33,0,35,<,-35
183,7,85,0,>,85,50,32,>,18,168,32,>,136,33,0,>,33,35,0,>,35
0,7,0,25,<,-25,47,54,<,-7,47,112,<,-65,0,33,<,-33,0,0,=,0
60,7,25,0,>,25,54,47,>,7,112,47,>,65,33,0,>,33,0,0,=,0
0,7,15,0,>,15,37,50,<,-13,85,50,>,35,33,0,>,33,0,0,=,0
164,7,0,15,<,-15,50,37,>,13,50,85,<,-35,0,33,<,-33,0,0,=,0
0,6,15,15,=,0,37,50,<,-13,85,108,<,-23,33,43,<,-10,0,1,<,-1
62,6,15,15,=,0,50,37,>,13,108,85,>,23,43,33,>,10,1,0,>,1
0,6,22,18,>,4,55,40,>,15,120,91,>,29,43,33,>,10,0,0,=,0
18,6,18,22,<,-4,40,55,<,-15,91,120,<,-29,33,43,<,-10,0,0,=,0
0,6,44,51,<,-7,44,43,>,1,131,127,>,4,43,33,>,10,0,0,=,0
66,6,51,44,>,7,43,44,<,-1,127,131,<,-4,33,43,<,-10,0,0,=,0
0,6,86,83,>,3,34,54,<,-20,163,170,<,-7,43,33,>,10,32,39,<,-7
106,6,83,86,<,-3,54,34,>,20,170,163,>,7,33,43,<,-10,39,32,>,7
0,6,33,85,<,-52,32,50,<,-18,108,168,<,-60,43,33,>,10,0,35,<,-35
217,6,85,33,>,52,50,32,>,18,168,108,>,60,33,43,<,-10,35,0,>,35
0,6,11,25,<,-14,47,54,<,-7,101,112,<,-11,43,33,>,10,0,0,=,0
134,6,25,11,>,14,54,47,>,7,112,101,>,11,33,43,<,-10,0,0,=,0
0,5,22,76,<,-54,55,40,>,15,120,201,<,-81,43,85,<,-42,0,54,<,-54
107,5,76,22,>,54,40,55,<,-15,201,120,>,81,85,43,>,42,54,0,>,54
0,5,11,21,<,-10,47,54,<,-7,101,160,<,-59,43,85,<,-42,0,0,=,0
42,5,21,11,>,10,54,47,>,7,160,101,>,59,85,43,>,42,0,0,=,0
0,5,23,33,<,-10,50,32,>,18,158,108,>,50,85,43,>,42,25,0,>,25
0,5,33,23,>,10,32,50,<,-18,108,158,<,-50,43,85,<,-42,0,25,<,-25
0,5,11,86,<,-75,54,34,>,20,150,163,<,-13,85,43,>,42,19,32,<,-13
195,5,86,11,>,75,34,54,<,-20,163,150,>,13,43,85,<,-42,32,19,>,13
0,5,34,44,<,-10,43,44,<,-1,162,131,>,31,85,43,>,42,0,0,=,0
67,5,44,34,>,10,44,43,>,1,131,162,<,-31,43,85,<,-42,0,0,=,0
0,4,11,27,<,-16,54,34,>,20,150,181,<,-31,85,120,<,-35,19,50,<,-31
54,4,27,11,>,16,34,54,<,-20,181,150,>,31,120,85,>,35,50,19,>,31
0,4,21,81,<,-60,54,47,>,7,160,248,<,-88,85,120,<,-35,0,86,<,-86
68,4,81,21,>,60,47,54,<,-7,248,160,>,88,120,85,>,35,86,0,>,86
0,4,17,23,<,-6,32,50,<,-18,169,158,>,11,120,85,>,35,36,25,>,11
54,4,23,17,>,6,50,32,>,18,158,169,<,-11,85,120,<,-35,25,36,<,-11
0,4,34,69,<,-35,43,44,<,-1,162,233,<,-71,85,120,<,-35,0,45,<,-45
75,4,69,34,>,35,44,43,>,1,233,162,>,71,120,85,>,35,45,0,>,45
0,3,17,44,<,-27,32,50,<,-18,169,244,<,-75,120,150,<,-30,36,111,<,-75
192,3,44,17,>,27,50,32,>,18,244,169,>,75,150,120,>,30,111,36,>,75
0,3,33,81,<,-48,54,47,>,7,237,248,<,-11,150,120,>,30,75,86,<,-11
42,3,81,33,>,48,47,54,<,-7,248,237,>,11,120,150,<,-30,86,75,>,11
0,3,18,69,<,-51,43,44,<,-1,211,233,<,-22,150,120,>,30,23,45,<,-22
157,3,69,18,>,51,44,43,>,1,233,211,>,22,120,150,<,-30,45,23,>,22
0,2,18,88,<,-70,43,44,<,-1,211,301,<,-90,150,169,<,-19,23,113,<,-90
83,2,88,18,>,70,44,43,>,1,301,211,>,90,169,150,>,19,113,23,>,90
0,2,28,33,<,-5,47,54,<,-7,244,237,>,7,169,150,>,19,82,75,>,7
83,2,33,28,>,5,54,47,>,7,237,244,<,-7,150,169,<,-19,75,82,<,-7
0,1,28,39,<,-11,47,54,<,-7,244,304,<,-60,169,211,<,-42,82,142,<,-60
60,1,39,28,>,11,54,47,>,7,304,244,>,60,211,169,>,42,142,82,>,60
0,8,0,0,=,0,39,47,<,-8,39,47,<,-8,0,0,=,0,0,0,=,0
29,8,0,0,=,0,47,39,>,8,47,39,>,8,0,0,=,0,0,0,=,0
0,8,0,0,=,0,32,39,<,-7,32,39,<,-7,0,0,=,0,0,0,=,0
66,8,0,0,=,0,39,32,>,7,39,32,>,7,0,0,=,0,0,0,=,0
0,8,0,0,=,0,31,57,<,-26,31,57,<,-26,0,0,=,0,0,0,=,0
74,8,0,0,=,0,57,31,>,26,57,31,>,26,0,0,=,0,0,0,=,0
0,8,0,0,=,0,36,44,<,-8,36,44,<,-8,0,0,=,0,0,0,=,0
11,8,0,0,=,0,44,36,>,8,44,36,>,8,0,0,=,0,0,0,=,0
0,8,0,0,=,0,33,49,<,-16,33,49,<,-16,0,0,=,0,0,0,=,0
60,8,0,0,=,0,49,33,>,16,49,33,>,16,0,0,=,0,0,0,=,0
0,8,0,0,=,0,35,34,>,1,35,34,>,1,0,0,=,0,0,0,=,0
1,8,0,0,=,0,34,35,<,-1,34,35,<,-1,0,0,=,0,0,0,=,0
0,8,0,0,=,0,54,37,>,17,54,37,>,17,0,0,=,0,0,0,=,0
85,8,0,0,=,0,37,54,<,-17,37,54,<,-17,0,0,=,0,0,0,=,0
0,8,0,0,=,0,36,52,<,-16,36,52,<,-16,0,0,=,0,0,0,=,0
63,8,0,0,=,0,52,36,>,16,52,36,>,16,0,0,=,0,0,0,=,0
0,7,0,32,<,-32,33,49,<,-16,33,112,<,-79,0,31,<,-31,0,0,=,0
0,7,32,0,>,32,49,33,>,16,112,33,>,79,31,0,>,31,0,0,=,0
0,7,0,31,<,-31,36,52,<,-16,36,114,<,-78,0,31,<,-31,0,1,<,-1
54,7,31,0,>,31,52,36,>,16,114,36,>,78,31,0,>,31,1,0,>,1
0,7,48,0,>,48,39,47,<,-8,118,47,>,71,31,0,>,31,1,0,>,1
54,7,0,48,<,-48,47,39,>,8,47,118,<,-71,0,31,<,-31,0,1,<,-1
0,7,81,0,>,81,54,37,>,17,166,37,>,129,31,0,>,31,0,0,=,0
26,7,0,81,<,-81,37,54,<,-17,37,166,<,-129,0,31,<,-31,0,0,=,0
0,7,31,0,>,31,34,35,<,-1,96,35,>,61,31,0,>,31,0,0,=,0
2,7,0,31,<,-31,35,34,>,1,35,96,<,-61,0,31,<,-31,0,0,=,0
0,7,37,0,>,37,44,36,>,8,112,36,>,76,31,0,>,31,0,0,=,0
18,7,0,37,<,-37,36,44,<,-8,36,112,<,-76,0,31,<,-31,0,0,=,0
0,7,26,0,>,26,32,39,<,-7,89,39,>,50,31,0,>,31,0,0,=,0
111,7,0,26,<,-26,39,32,>,7,39,89,<,-50,0,31,<,-31,0,0,=,0
0,6,48,74,<,-26,39,47,<,-8,118,154,<,-36,31,33,<,-2,1,37,<,-36
200,6,74,48,>,26,47,39,>,8,154,118,>,36,33,31,>,2,37,1,>,36
0,6,10,31,<,-21,36,52,<,-16,79,114,<,-35,33,31,>,2,0,1,<,-1
103,6,31,10,>,21,52,36,>,16,114,79,>,35,31,33,<,-2,1,0,>,1
0,6,26,86,<,-60,32,39,<,-7,89,158,<,-69,31,33,<,-2,0,0,=,0
166,6,86,26,>,60,39,32,>,7,158,89,>,69,33,31,>,2,0,0,=,0
0,6,37,87,<,-50,44,36,>,8,112,156,<,-44,31,33,<,-2,0,0,=,0
143,6,87,37,>,50,36,44,<,-8,156,112,>,44,33,31,>,2,0,0,=,0
0,6,31,62,<,-31,34,35,<,-1,96,130,<,-34,31,33,<,-2,0,0,=,0
37,6,62,31,>,31,35,34,>,1,130,96,>,34,33,31,>,2,0,0,=,0
0,6,81,24,>,57,54,37,>,17,166,94,>,72,31,33,<,-2,0,0,=,0
37,6,24,81,<,-57,37,54,<,-17,94,166,<,-72,33,31,>,2,0,0,=,0
0,5,10,42,<,-32,36,52,<,-16,79,212,<,-133,33,118,<,-85,0,99,<,-99
217,5,42,10,>,32,52,36,>,16,212,79,>,133,118,33,>,85,99,0,>,99
0,5,21,86,<,-65,32,39,<,-7,171,158,>,13,118,33,>,85,0,0,=,0
239,5,86,21,>,65,39,32,>,7,158,171,<,-13,33,118,<,-85,0,0,=,0
0,5,82,62,>,20,34,35,<,-1,234,130,>,104,118,33,>,85,94,0,>,94
3,5,62,82,<,-20,35,34,>,1,130,234,<,-104,33,118,<,-85,0,94,<,-94
0,5,28,87,<,-59,44,36,>,8,190,156,>,34,118,33,>,85,6,0,>,6
228,5,87,28,>,59,36,44,<,-8,156,190,<,-34,33,118,<,-85,0,6,<,-6
0,5,23,24,<,-1,54,37,>,17,195,94,>,101,118,33,>,85,7,0,>,7
152,5,24,23,>,1,37,54,<,-17,94,195,<,-101,33,118,<,-85,0,7,<,-7
0,4,28,87,<,-59,44,36,>,8,190,202,<,-12,118,79,>,39,6,18,<,-12
166,4,87,28,>,59,36,44,<,-8,202,190,>,12,79,118,<,-39,18,6,>,12
0,4,23,42,<,-19,54,37,>,17,195,158,>,37,118,79,>,39,7,0,>,7
75,4,42,23,>,19,37,54,<,-17,158,195,<,-37,79,118,<,-39,0,7,<,-7
0,4,21,35,<,-14,32,39,<,-7,171,153,>,18,118,79,>,39,0,0,=,0
61,4,35,21,>,14,39,32,>,7,153,171,<,-18,79,118,<,-39,0,0,=,0
0,4,10,82,<,-72,35,34,>,1,124,234,<,-110,79,118,<,-39,0,94,<,-94
167,4,82,10,>,72,34,35,<,-1,234,124,>,110,118,79,>,39,94,0,>,94
0,3,10,86,<,-76,35,34,>,1,124,310,<,-186,79,190,<,-111,0,170,<,-170
136,3,86,10,>,76,34,35,<,-1,310,124,>,186,190,79,>,111,170,0,>,170
0,3,50,42,>,8,54,37,>,17,294,158,>,136,190,79,>,111,106,0,>,106
97,3,42,50,<,-8,37,54,<,-17,158,294,<,-136,79,190,<,-111,0,106,<,-106
0,3,68,35,>,33,32,39,<,-7,290,153,>,137,190,79,>,111,96,0,>,96
20,3,35,68,<,-33,39,32,>,7,153,290,<,-137,79,190,<,-111,0,96,<,-96
0,2,50,74,<,-24,54,37,>,17,294,235,>,59,190,124,>,66,106,47,>,59
37,2,74,50,>,24,37,54,<,-17,235,294,<,-59,124,190,<,-66,47,106,<,-59
0,2,24,68,<,-44,39,32,>,7,187,290,<,-103,124,190,<,-66,0,96,<,-96
96,2,68,24,>,44,32,39,<,-7,290,187,>,103,190,124,>,66,96,0,>,96
0,1,11,50,<,-39,37,54,<,-17,235,294,<,-59,187,190,<,-3,47,106,<,-59
59,1,50,11,>,39,54,37,>,17,294,235,>,59,190,187,>,3,106,47,>,59
0,7,0,0,=,0,45,53,<,-8,45,53,<,-8,0,0,=,0,0,0,=,0
22,7,0,0,=,0,53,45,>,8,53,45,>,8,0,0,=,0,0,0,=,0
0,7,0,0,=,0,46,58,<,-12,46,58,<,-12,0,0,=,0,0,0,=,0
33,7,0,0,=,0,58,46,>,12,58,46,>,12,0,0,=,0,0,0,=,0
0,7,0,0,=,0,49,59,<,-10,49,59,<,-10,0,0,=,0,0,0,=,0
43,7,0,0,=,0,59,49,>,10,59,49,>,10,0,0,=,0,0,0,=,0
0,7,0,0,=,0,30,55,<,-25,30,55,<,-25,0,0,=,0,0,0,=,0
20,7,0,0,=,0,55,30,>,25,55,30,>,25,0,0,=,0,0,0,=,0
0,7,0,0,=,0,30,54,<,-24,30,54,<,-24,0,0,=,0,0,0,=,0
53,7,0,0,=,0,54,30,>,24,54,30,>,24,0,0,=,0,0,0,=,0
0,7,0,0,=,0,33,55,<,-22,33,55,<,-22,0,0,=,0,0,0,=,0
99,7,0,0,=,0,55,33,>,22,55,33,>,22,0,0,=,0,0,0,=,0
0,7,0,0,=,0,37,42,<,-5,37,42,<,-5,0,0,=,0,0,0,=,0
128,7,0,0,=,0,42,37,>,5,42,37,>,5,0,0,=,0,0,0,=,0
0,6,0,66,<,-66,33,55,<,-22,33,151,<,-118,0,30,<,-30,0,51,<,-51
125,6,66,0,>,66,55,33,>,22,151,33,>,118,30,0,>,30,51,0,>,51
0,6,0,77,<,-77,37,42,<,-5,37,149,<,-112,0,30,<,-30,0,0,=,0
86,6,77,0,>,77,42,37,>,5,149,37,>,112,30,0,>,30,0,0,=,0
0,6,44,0,>,44,53,45,>,8,127,45,>,82,30,0,>,30,37,0,>,37
31,6,0,44,<,-44,45,53,<,-8,45,127,<,-82,0,30,<,-30,0,37,<,-37
0,6,46,0,>,46,30,55,<,-25,106,55,>,51,30,0,>,30,15,0,>,15
21,6,0,46,<,-46,55,30,>,25,55,106,<,-51,0,30,<,-30,0,15,<,-15
0,6,0,69,<,-69,46,58,<,-12,46,157,<,-111,0,30,<,-30,0,20,<,-20
35,6,69,0,>,69,58,46,>,12,157,46,>,111,30,0,>,30,20,0,>,20
0,6,58,0,>,58,59,49,>,10,147,49,>,98,30,0,>,30,0,0,=,0
33,6,0,58,<,-58,49,59,<,-10,49,147,<,-98,0,30,<,-30,0,0,=,0
0,5,44,31,>,13,53,45,>,8,127,109,>,18,30,33,<,-3,37,19,>,18
33,5,31,44,<,-13,45,53,<,-8,109,127,<,-18,33,30,>,3,19,37,<,-18
0,5,16,77,<,-61,37,42,<,-5,86,149,<,-63,33,30,>,3,0,0,=,0
65,5,77,16,>,61,42,37,>,5,149,86,>,63,30,33,<,-3,0,0,=,0
0,5,46,52,<,-6,30,55,<,-25,106,140,<,-34,30,33,<,-3,15,49,<,-34
84,5,52,46,>,6,55,30,>,25,140,106,>,34,33,30,>,3,49,15,>,34
0,5,10,69,<,-59,46,58,<,-12,89,157,<,-68,33,30,>,3,0,20,<,-20
80,5,69,10,>,59,58,46,>,12,157,89,>,68,30,33,<,-3,20,0,>,20
0,5,58,49,>,9,59,49,>,10,147,131,>,16,30,33,<,-3,0,0,=,0
61,5,49,58,<,-9,49,59,<,-10,131,147,<,-16,33,30,>,3,0,0,=,0
0,4,10,77,<,-67,46,58,<,-12,89,262,<,-173,33,127,<,-94,0,125,<,-125
102,4,77,10,>,67,58,46,>,12,262,89,>,173,127,33,>,94,125,0,>,125
0,4,52,82,<,-30,55,30,>,25,140,239,<,-99,33,127,<,-94,49,148,<,-99
16,4,82,52,>,30,30,55,<,-25,239,140,>,99,127,33,>,94,148,49,>,99
0,4,12,16,<,-4,42,37,>,5,181,86,>,95,127,33,>,94,15,0,>,15
47,4,16,12,>,4,37,42,<,-5,86,181,<,-95,33,127,<,-94,0,15,<,-15
0,4,14,49,<,-35,59,49,>,10,200,131,>,69,127,33,>,94,50,0,>,50
69,4,49,14,>,35,49,59,<,-10,131,200,<,-69,33,127,<,-94,0,50,<,-50
0,3,12,58,<,-46,42,37,>,5,181,184,<,-3,127,89,>,38,15,18,<,-3
74,3,58,12,>,46,37,42,<,-5,184,181,>,3,89,127,<,-38,18,15,>,3
0,3,14,66,<,-52,59,49,>,10,200,204,<,-4,127,89,>,38,50,54,<,-4
53,3,66,14,>,52,49,59,<,-10,204,200,>,4,89,127,<,-38,54,50,>,4
0,3,14,82,<,-68,55,30,>,25,158,239,<,-81,89,127,<,-38,67,148,<,-81
133,3,82,14,>,68,30,55,<,-25,239,158,>,81,127,89,>,38,148,67,>,81
0,2,14,68,<,-54,55,30,>,25,158,279,<,-121,89,181,<,-92,67,188,<,-121
102,2,68,14,>,54,30,55,<,-25,279,158,>,121,181,89,>,92,188,67,>,121
0,2,76,66,>,10,59,49,>,10,316,204,>,112,181,89,>,92,166,54,>,112
9,2,66,76,<,-10,49,59,<,-10,204,316,<,-112,89,181,<,-92,54,166,<,-112
0,1,16,76,<,-60,49,59,<,-10,223,316,<,-93,158,181,<,-23,73,166,<,-93
93,1,76,16,>,60,59,49,>,10,316,223,>,93,181,158,>,23,166,73,>,93
0,7,0,0,=,0,32,48,<,-16,32,48,<,-16,0,0,=,0,0,0,=,0
18,7,0,0,=,0,48,32,>,16,48,32,>,16,0,0,=,0,0,0,=,0
0,7,0,0,=,0,30,56,<,-26,30,56,<,-26,0,0,=,0,0,0,=,0
77,7,0,0,=,0,56,30,>,26,56,30,>,26,0,0,=,0,0,0,=,0
0,7,0,0,=,0,38,41,<,-3,38,41,<,-3,0,0,=,0,0,0,=,0
37,7,0,0,=,0,41,38,>,3,41,38,>,3,0,0,=,0,0,0,=,0
0,7,0,0,=,0,56,55,>,1,56,55,>,1,0,0,=,0,0,0,=,0
5,7,0,0,=,0,55,56,<,-1,55,56,<,-1,0,0,=,0,0,0,=,0
