Regret,NumWaitingJob,STime_A_Avg,STime_B_Avg,STime_A_VS_B_Avg,STime_A_VS_B_Avg_Diff,STime_A_Min,STime_B_Min,STime_A_VS_B_Min,STime_A_VS_B_Min_Diff,STime_A_Max,STime_B_Max,STime_A_VS_B_Max,STime_A_VS_B_Max_Diff,PTime_A_Avg,PTime_B_Avg,PTime_A_VS_B_Avg,PTime_A_VS_B_Avg_Diff,PTime_A_Min,PTime_B_Min,PTime_A_VS_B_Min,PTime_A_VS_B_Min_Diff,PTime_A_Max,PTime_B_Max,PTime_A_VS_B_Max,PTime_A_VS_B_Max_Diff,Due_A,Due_B,Due_A_VS_B,Due_A_VS_B_Diff,MDD_A,MDD_B,MDD_A_VS_B,MDD_A_VS_B_Diff,RT_A,RT_B,RT_A_VS_B,RT_A_VS_B_Diff,ATC_A,ATC_B,ATC_A_VS_B,ATC_A_VS_B_Diff,SLK_A,SLK_B,SLK_A_VS_B,SLK_A_VS_B_Diff,CR_A,CR_B,CR_A_VS_B,CR_A_VS_B_Diff,COVERT_A,COVERT_B,COVERT_A_VS_B,COVERT_A_VS_B_Diff
0,6,0.0,0.0,=,0.0,0,0,=,0,0,0,=,0,48.0,52.0,<,-4.0,38,50,<,-12,58,54,>,4,77,80,<,-3,77,80,<,-3,29.0,28.0,>,1.0,5.5470968987593197e-05,5.5470968987593197e-05,=,0.0,29.0,28.0,>,1.0,1.6041666666666667,1.5384615384615385,>,0.0657051282051282,0.0,0.0,=,0.0
0,5,14.0,20.0,<,-6.0,0,0,=,0,28,40,<,-12,48.0,42.0,>,6.0,38,41,<,-3,58,43,>,15,77,70,>,7,77,70,>,7,15.0,8.0,>,7.0,0.0009332932731458519,0.0009332932731458519,=,0.0,15.0,8.0,>,7.0,1.2419354838709677,1.1290322580645162,>,0.11290322580645151,0.0,0.0,=,0.0
23,5,20.0,14.0,>,6.0,0,0,=,0,40,28,>,12,42.0,48.0,<,-6.0,41,38,>,3,43,58,<,-15,70,77,<,-7,70,77,<,-7,8.0,15.0,<,-7.0,0.0009332932731458519,0.0009332932731458519,=,0.0,8.0,15.0,<,-7.0,1.1290322580645162,1.2419354838709677,<,-0.11290322580645151,0.0,0.0,=,0.0
0,5,14.0,14.5,<,-0.5,0,0,=,0,28,29,<,-1,48.0,45.0,>,3.0,38,35,>,3,58,55,>,3,77,104,<,-27,77,104,<,-27,15.0,44.5,<,-29.5,0.0009332932731458519,0.0009332932731458519,=,0.0,15.0,44.5,<,-29.5,1.2419354838709677,1.7478991596638656,<,-0.5059636757928978,0.0,0.0,=,0.0
0,5,14.5,14.0,>,0.5,0,0,=,0,29,28,>,1,45.0,48.0,<,-3.0,35,38,<,-3,55,58,<,-3,104,77,>,27,104,77,>,27,44.5,15.0,>,29.5,0.0009332932731458519,0.0009332932731458519,=,0.0,44.5,15.0,>,29.5,1.7478991596638656,1.2419354838709677,>,0.5059636757928978,0.0,0.0,=,0.0
0,5,14.0,35.5,<,-21.5,0,0,=,0,28,71,<,-43,48.0,55.5,<,-7.5,38,51,<,-13,58,60,<,-2,77,159,<,-82,77,159,<,-82,15.0,68.0,<,-53.0,0.0009332932731458519,0.0009332932731458519,=,0.0,15.0,68.0,<,-53.0,1.2419354838709677,1.7472527472527473,<,-0.5053172633817795,0.0,0.0,=,0.0
108,5,35.5,14.0,>,21.5,0,0,=,0,71,28,>,43,55.5,48.0,>,7.5,51,38,>,13,60,58,>,2,159,77,>,82,159,77,>,82,68.0,15.0,>,53.0,0.0009332932731458519,0.0009332932731458519,=,0.0,68.0,15.0,>,53.0,1.7472527472527473,1.2419354838709677,>,0.5053172633817795,0.0,0.0,=,0.0
0,5,14.0,38.5,<,-24.5,0,0,=,0,28,77,<,-49,48.0,51.0,<,-3.0,38,42,<,-4,58,60,<,-2,77,126,<,-49,77,126,<,-49,15.0,36.5,<,-21.5,0.0009332932731458519,0.0009332932731458519,=,0.0,15.0,36.5,<,-21.5,1.2419354838709677,1.4078212290502794,<,-0.16588574517931165,0.0,0.0,=,0.0
72,5,38.5,14.0,>,24.5,0,0,=,0,77,28,>,49,51.0,48.0,>,3.0,42,38,>,4,60,58,>,2,126,77,>,49,126,77,>,49,36.5,15.0,>,21.5,0.0009332932731458519,0.0009332932731458519,=,0.0,36.5,15.0,>,21.5,1.4078212290502794,1.2419354838709677,>,0.16588574517931165,0.0,0.0,=,0.0
0,4,25.5,33.5,<,-8.0,22,27,<,-5,29,40,<,-11,45.0,42.0,>,3.0,35,41,<,-6,55,43,>,12,104,70,>,34,108.5,113.5,<,-5.0,33.5,-5.5,>,39.0,0.020833333333333332,0.020833333333333332,=,0.0,-4.5,-43.5,>,39.0,0.9361702127659575,0.423841059602649,>,0.5123291531633085,0.022222222222222223,0.023809523809523808,<,-0.0015873015873015851
0,4,33.5,25.5,>,8.0,27,22,>,5,40,29,>,11,42.0,45.0,<,-3.0,41,35,>,6,43,55,<,-12,70,104,<,-34,113.5,108.5,>,5.0,-5.5,33.5,<,-39.0,0.020833333333333332,0.020833333333333332,=,0.0,-43.5,-4.5,<,-39.0,0.423841059602649,0.9361702127659575,<,-0.5123291531633085,0.023809523809523808,0.022222222222222223,>,0.0015873015873015851
0,4,25.5,65.0,<,-39.5,22,53,<,-31,29,77,<,-48,45.0,51.0,<,-6.0,35,42,<,-7,55,60,<,-5,104,126,<,-22,108.5,154.0,<,-45.5,33.5,10.0,>,23.5,0.020833333333333332,0.020833333333333332,=,0.0,-4.5,-28.0,>,23.5,0.9361702127659575,0.7586206896551724,>,0.1775495231107851,0.022222222222222223,0.0196078431372549,>,0.0026143790849673214
84,4,65.0,25.5,>,39.5,53,22,>,31,77,29,>,48,51.0,45.0,>,6.0,42,35,>,7,60,55,>,5,126,104,>,22,154.0,108.5,>,45.5,10.0,33.5,<,-23.5,0.020833333333333332,0.020833333333333332,=,0.0,-28.0,-4.5,<,-23.5,0.7586206896551724,0.9361702127659575,<,-0.1775495231107851,0.0196078431372549,0.022222222222222223,<,-0.0026143790849673214
0,4,25.5,45.0,<,-19.5,22,19,>,3,29,71,<,-42,45.0,55.5,<,-10.5,35,51,<,-16,55,60,<,-5,104,159,<,-55,108.5,159,<,-50.5,33.5,58.5,<,-25.0,0.020833333333333332,0.020833333333333332,=,0.0,-4.5,20.5,<,-25.0,0.9361702127659575,1.2039800995024876,<,-0.26780988673653017,0.022222222222222223,0.0,>,0.022222222222222223
101,4,45.0,25.5,>,19.5,19,22,<,-3,71,29,>,42,55.5,45.0,>,10.5,51,35,>,16,60,55,>,5,159,104,>,55,159,108.5,>,50.5,58.5,33.5,>,25.0,0.020833333333333332,0.020833333333333332,=,0.0,20.5,-4.5,>,25.0,1.2039800995024876,0.9361702127659575,>,0.26780988673653017,0.0,0.022222222222222223,<,-0.022222222222222223
0,3,43.5,32.5,>,11.0,27,12,>,15,60,53,>,7,42.0,51.0,<,-9.0,41,42,<,-1,43,60,<,-17,70,126,<,-56,123.5,126,<,-2.5,-15.5,42.5,<,-58.0,0.020833333333333332,0.020833333333333332,=,0.0,-53.5,4.5,<,-58.0,0.3742690058479532,1.0538922155688624,<,-0.6796232097209092,0.023809523809523808,0.0023068050749711676,>,0.02150271873455264
54,3,32.5,43.5,<,-11.0,12,27,<,-15,53,60,<,-7,51.0,42.0,>,9.0,42,41,>,1,60,43,>,17,126,70,>,56,126,123.5,>,2.5,42.5,-15.5,>,58.0,0.020833333333333332,0.020833333333333332,=,0.0,4.5,-53.5,>,58.0,1.0538922155688624,0.3742690058479532,>,0.6796232097209092,0.0023068050749711676,0.023809523809523808,<,-0.02150271873455264
0,3,43.5,20.5,>,23.0,27,19,>,8,60,22,>,38,42.0,55.5,<,-13.5,41,51,<,-10,43,60,<,-17,70,159,<,-89,123.5,159,<,-35.5,-15.5,83.0,<,-98.5,0.020833333333333332,0.020833333333333332,=,0.0,-53.5,45.0,<,-98.5,0.3742690058479532,1.5921052631578947,<,-1.2178362573099415,0.023809523809523808,0.0,>,0.023809523809523808
0,3,20.5,43.5,<,-23.0,19,27,<,-8,22,60,<,-38,55.5,42.0,>,13.5,51,41,>,10,60,43,>,17,159,70,>,89,159,123.5,>,35.5,83.0,-15.5,>,98.5,0.020833333333333332,0.020833333333333332,=,0.0,45.0,-53.5,>,98.5,1.5921052631578947,0.3742690058479532,>,1.2178362573099415,0.0,0.023809523809523808,<,-0.023809523809523808
0,2,43.0,19.5,>,23.5,22,12,>,10,64,27,>,37,55.5,51.0,>,4.5,51,42,>,9,60,60,=,0,159,126,>,33,206.5,178.5,>,28.0,60.5,55.5,>,5.0,0.020833333333333332,0.020833333333333332,=,0.0,-47.5,-52.5,>,5.0,0.5177664974619289,0.2553191489361702,>,0.26244734852575874,0.018018018018018018,0.0196078431372549,<,-0.0015898251192368838
0,2,19.5,43.0,<,-23.5,12,22,<,-10,27,64,<,-37,51.0,55.5,<,-4.5,42,51,<,-9,60,60,=,0,126,159,<,-33,178.5,206.5,<,-28.0,55.5,60.5,<,-5.0,0.020833333333333332,0.020833333333333332,=,0.0,-52.5,-47.5,<,-5.0,0.2553191489361702,0.5177664974619289,<,-0.26244734852575874,0.0196078431372549,0.018018018018018018,>,0.0015898251192368838
